"N","Time","avg(T)","avg(T_avg)","avg(U (0))","avg(U (1))","avg(U (2))","avg(U (Magnitude))","avg(Volume)","avg(alphat)","avg(k)","avg(nut)","avg(omega)","avg(p)","avg(p_rgh)","avg(rho)","avg(vtkOriginalCellIds)","max(T)","max(T_avg)","max(U (0))","max(U (1))","max(U (2))","max(U (Magnitude))","max(Volume)","max(alphat)","max(k)","max(nut)","max(omega)","max(p)","max(p_rgh)","max(rho)","max(vtkOriginalCellIds)","med(T)","med(T_avg)","med(U (0))","med(U (1))","med(U (2))","med(U (Magnitude))","med(Volume)","med(alphat)","med(k)","med(nut)","med(omega)","med(p)","med(p_rgh)","med(rho)","med(vtkOriginalCellIds)","min(T)","min(T_avg)","min(U (0))","min(U (1))","min(U (2))","min(U (Magnitude))","min(Volume)","min(alphat)","min(k)","min(nut)","min(omega)","min(p)","min(p_rgh)","min(rho)","min(vtkOriginalCellIds)","q1(T)","q1(T_avg)","q1(U (0))","q1(U (1))","q1(U (2))","q1(U (Magnitude))","q1(Volume)","q1(alphat)","q1(k)","q1(nut)","q1(omega)","q1(p)","q1(p_rgh)","q1(rho)","q1(vtkOriginalCellIds)","q3(T)","q3(T_avg)","q3(U (0))","q3(U (1))","q3(U (2))","q3(U (Magnitude))","q3(Volume)","q3(alphat)","q3(k)","q3(nut)","q3(omega)","q3(p)","q3(p_rgh)","q3(rho)","q3(vtkOriginalCellIds)","std(T)","std(T_avg)","std(U (0))","std(U (1))","std(U (2))","std(U (Magnitude))","std(Volume)","std(alphat)","std(k)","std(nut)","std(omega)","std(p)","std(p_rgh)","std(rho)","std(vtkOriginalCellIds)","sum(T)","sum(T_avg)","sum(U (0))","sum(U (1))","sum(U (2))","sum(U (Magnitude))","sum(Volume)","sum(alphat)","sum(k)","sum(nut)","sum(omega)","sum(p)","sum(p_rgh)","sum(rho)","sum(vtkOriginalCellIds)","vtkValidPointMask"
1,91,0.037558,330.87,-1.2431e-10,-4.2842e-10,-3.9215e-09,3.9468e-09,0.00011351,6.9271e-18,2.5281e-20,5.9004e-21,0.013848,3952.6,3941.3,0.11318,0,0.037558,330.87,-1.2431e-10,-4.2842e-10,-3.9215e-09,3.9468e-09,0.00011351,6.9271e-18,2.5281e-20,5.9004e-21,0.013848,3952.6,3941.3,0.11318,0,0.037558,330.87,-1.2431e-10,-4.2842e-10,-3.9215e-09,3.9468e-09,0.00011351,6.9271e-18,2.5281e-20,5.9004e-21,0.013848,3952.6,3941.3,0.11318,0,0.037558,330.87,-1.2431e-10,-4.2842e-10,-3.9215e-09,3.9468e-09,0.00011351,6.9271e-18,2.5281e-20,5.9004e-21,0.013848,3952.6,3941.3,0.11318,0,0.037558,330.87,-1.2431e-10,-4.2842e-10,-3.9215e-09,3.9468e-09,0.00011351,6.9271e-18,2.5281e-20,5.9004e-21,0.013848,3952.6,3941.3,0.11318,0,0.037558,330.87,-1.2431e-10,-4.2842e-10,-3.9215e-09,3.9468e-09,0.00011351,6.9271e-18,2.5281e-20,5.9004e-21,0.013848,3952.6,3941.3,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037558,330.87,-1.2431e-10,-4.2842e-10,-3.9215e-09,3.9468e-09,0.00011351,6.9271e-18,2.5281e-20,5.9004e-21,0.013848,3952.6,3941.3,0.11318,0,1
1,91.5,0.03758,331.06,-1.0305e-10,-2.6348e-10,-3.9459e-09,3.9561e-09,0.00011351,6.9253e-18,2.529e-20,5.8988e-21,0.013848,3983.3,3972,0.11318,0,0.03758,331.06,-1.0305e-10,-2.6348e-10,-3.9459e-09,3.9561e-09,0.00011351,6.9253e-18,2.529e-20,5.8988e-21,0.013848,3983.3,3972,0.11318,0,0.03758,331.06,-1.0305e-10,-2.6348e-10,-3.9459e-09,3.9561e-09,0.00011351,6.9253e-18,2.529e-20,5.8988e-21,0.013848,3983.3,3972,0.11318,0,0.03758,331.06,-1.0305e-10,-2.6348e-10,-3.9459e-09,3.9561e-09,0.00011351,6.9253e-18,2.529e-20,5.8988e-21,0.013848,3983.3,3972,0.11318,0,0.03758,331.06,-1.0305e-10,-2.6348e-10,-3.9459e-09,3.9561e-09,0.00011351,6.9253e-18,2.529e-20,5.8988e-21,0.013848,3983.3,3972,0.11318,0,0.03758,331.06,-1.0305e-10,-2.6348e-10,-3.9459e-09,3.9561e-09,0.00011351,6.9253e-18,2.529e-20,5.8988e-21,0.013848,3983.3,3972,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03758,331.06,-1.0305e-10,-2.6348e-10,-3.9459e-09,3.9561e-09,0.00011351,6.9253e-18,2.529e-20,5.8988e-21,0.013848,3983.3,3972,0.11318,0,1
1,92,0.037601,331.25,-7.8528e-11,-1.1264e-10,-4.1278e-09,4.1301e-09,0.00011351,6.9208e-18,2.5301e-20,5.895e-21,0.013847,4014.1,4002.8,0.11318,0,0.037601,331.25,-7.8528e-11,-1.1264e-10,-4.1278e-09,4.1301e-09,0.00011351,6.9208e-18,2.5301e-20,5.895e-21,0.013847,4014.1,4002.8,0.11318,0,0.037601,331.25,-7.8528e-11,-1.1264e-10,-4.1278e-09,4.1301e-09,0.00011351,6.9208e-18,2.5301e-20,5.895e-21,0.013847,4014.1,4002.8,0.11318,0,0.037601,331.25,-7.8528e-11,-1.1264e-10,-4.1278e-09,4.1301e-09,0.00011351,6.9208e-18,2.5301e-20,5.895e-21,0.013847,4014.1,4002.8,0.11318,0,0.037601,331.25,-7.8528e-11,-1.1264e-10,-4.1278e-09,4.1301e-09,0.00011351,6.9208e-18,2.5301e-20,5.895e-21,0.013847,4014.1,4002.8,0.11318,0,0.037601,331.25,-7.8528e-11,-1.1264e-10,-4.1278e-09,4.1301e-09,0.00011351,6.9208e-18,2.5301e-20,5.895e-21,0.013847,4014.1,4002.8,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037601,331.25,-7.8528e-11,-1.1264e-10,-4.1278e-09,4.1301e-09,0.00011351,6.9208e-18,2.5301e-20,5.895e-21,0.013847,4014.1,4002.8,0.11318,0,1
1,92.5,0.037623,331.44,-1.0032e-10,-3.6402e-11,-4.0445e-09,4.0459e-09,0.00011351,6.925e-18,2.531e-20,5.8986e-21,0.013847,4045.1,4033.7,0.11318,0,0.037623,331.44,-1.0032e-10,-3.6402e-11,-4.0445e-09,4.0459e-09,0.00011351,6.925e-18,2.531e-20,5.8986e-21,0.013847,4045.1,4033.7,0.11318,0,0.037623,331.44,-1.0032e-10,-3.6402e-11,-4.0445e-09,4.0459e-09,0.00011351,6.925e-18,2.531e-20,5.8986e-21,0.013847,4045.1,4033.7,0.11318,0,0.037623,331.44,-1.0032e-10,-3.6402e-11,-4.0445e-09,4.0459e-09,0.00011351,6.925e-18,2.531e-20,5.8986e-21,0.013847,4045.1,4033.7,0.11318,0,0.037623,331.44,-1.0032e-10,-3.6402e-11,-4.0445e-09,4.0459e-09,0.00011351,6.925e-18,2.531e-20,5.8986e-21,0.013847,4045.1,4033.7,0.11318,0,0.037623,331.44,-1.0032e-10,-3.6402e-11,-4.0445e-09,4.0459e-09,0.00011351,6.925e-18,2.531e-20,5.8986e-21,0.013847,4045.1,4033.7,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037623,331.44,-1.0032e-10,-3.6402e-11,-4.0445e-09,4.0459e-09,0.00011351,6.925e-18,2.531e-20,5.8986e-21,0.013847,4045.1,4033.7,0.11318,0,1
1,93,0.037644,331.63,-1.6187e-10,1.5268e-10,-4.0313e-09,4.0375e-09,0.00011351,6.9409e-18,2.5314e-20,5.912e-21,0.013849,4076,4064.7,0.11318,0,0.037644,331.63,-1.6187e-10,1.5268e-10,-4.0313e-09,4.0375e-09,0.00011351,6.9409e-18,2.5314e-20,5.912e-21,0.013849,4076,4064.7,0.11318,0,0.037644,331.63,-1.6187e-10,1.5268e-10,-4.0313e-09,4.0375e-09,0.00011351,6.9409e-18,2.5314e-20,5.912e-21,0.013849,4076,4064.7,0.11318,0,0.037644,331.63,-1.6187e-10,1.5268e-10,-4.0313e-09,4.0375e-09,0.00011351,6.9409e-18,2.5314e-20,5.912e-21,0.013849,4076,4064.7,0.11318,0,0.037644,331.63,-1.6187e-10,1.5268e-10,-4.0313e-09,4.0375e-09,0.00011351,6.9409e-18,2.5314e-20,5.912e-21,0.013849,4076,4064.7,0.11318,0,0.037644,331.63,-1.6187e-10,1.5268e-10,-4.0313e-09,4.0375e-09,0.00011351,6.9409e-18,2.5314e-20,5.912e-21,0.013849,4076,4064.7,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037644,331.63,-1.6187e-10,1.5268e-10,-4.0313e-09,4.0375e-09,0.00011351,6.9409e-18,2.5314e-20,5.912e-21,0.013849,4076,4064.7,0.11318,0,1
1,93.5,0.037666,331.82,-1.0422e-10,2.813e-10,-4.0144e-09,4.0256e-09,0.00011351,6.951e-18,2.5319e-20,5.9206e-21,0.013855,4107.1,4095.7,0.11318,0,0.037666,331.82,-1.0422e-10,2.813e-10,-4.0144e-09,4.0256e-09,0.00011351,6.951e-18,2.5319e-20,5.9206e-21,0.013855,4107.1,4095.7,0.11318,0,0.037666,331.82,-1.0422e-10,2.813e-10,-4.0144e-09,4.0256e-09,0.00011351,6.951e-18,2.5319e-20,5.9206e-21,0.013855,4107.1,4095.7,0.11318,0,0.037666,331.82,-1.0422e-10,2.813e-10,-4.0144e-09,4.0256e-09,0.00011351,6.951e-18,2.5319e-20,5.9206e-21,0.013855,4107.1,4095.7,0.11318,0,0.037666,331.82,-1.0422e-10,2.813e-10,-4.0144e-09,4.0256e-09,0.00011351,6.951e-18,2.5319e-20,5.9206e-21,0.013855,4107.1,4095.7,0.11318,0,0.037666,331.82,-1.0422e-10,2.813e-10,-4.0144e-09,4.0256e-09,0.00011351,6.951e-18,2.5319e-20,5.9206e-21,0.013855,4107.1,4095.7,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037666,331.82,-1.0422e-10,2.813e-10,-4.0144e-09,4.0256e-09,0.00011351,6.951e-18,2.5319e-20,5.9206e-21,0.013855,4107.1,4095.7,0.11318,0,1
1,94,0.037687,332.01,2.2456e-12,2.2792e-10,-4.0523e-09,4.0587e-09,0.00011351,6.9628e-18,2.5326e-20,5.9307e-21,0.013862,4138.1,4126.8,0.11318,0,0.037687,332.01,2.2456e-12,2.2792e-10,-4.0523e-09,4.0587e-09,0.00011351,6.9628e-18,2.5326e-20,5.9307e-21,0.013862,4138.1,4126.8,0.11318,0,0.037687,332.01,2.2456e-12,2.2792e-10,-4.0523e-09,4.0587e-09,0.00011351,6.9628e-18,2.5326e-20,5.9307e-21,0.013862,4138.1,4126.8,0.11318,0,0.037687,332.01,2.2456e-12,2.2792e-10,-4.0523e-09,4.0587e-09,0.00011351,6.9628e-18,2.5326e-20,5.9307e-21,0.013862,4138.1,4126.8,0.11318,0,0.037687,332.01,2.2456e-12,2.2792e-10,-4.0523e-09,4.0587e-09,0.00011351,6.9628e-18,2.5326e-20,5.9307e-21,0.013862,4138.1,4126.8,0.11318,0,0.037687,332.01,2.2456e-12,2.2792e-10,-4.0523e-09,4.0587e-09,0.00011351,6.9628e-18,2.5326e-20,5.9307e-21,0.013862,4138.1,4126.8,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037687,332.01,2.2456e-12,2.2792e-10,-4.0523e-09,4.0587e-09,0.00011351,6.9628e-18,2.5326e-20,5.9307e-21,0.013862,4138.1,4126.8,0.11318,0,1
1,94.5,0.037709,332.2,-8.203e-12,2.9258e-10,-4.1931e-09,4.2033e-09,0.00011351,6.9703e-18,2.5329e-20,5.937e-21,0.013867,4169.2,4157.8,0.11318,0,0.037709,332.2,-8.203e-12,2.9258e-10,-4.1931e-09,4.2033e-09,0.00011351,6.9703e-18,2.5329e-20,5.937e-21,0.013867,4169.2,4157.8,0.11318,0,0.037709,332.2,-8.203e-12,2.9258e-10,-4.1931e-09,4.2033e-09,0.00011351,6.9703e-18,2.5329e-20,5.937e-21,0.013867,4169.2,4157.8,0.11318,0,0.037709,332.2,-8.203e-12,2.9258e-10,-4.1931e-09,4.2033e-09,0.00011351,6.9703e-18,2.5329e-20,5.937e-21,0.013867,4169.2,4157.8,0.11318,0,0.037709,332.2,-8.203e-12,2.9258e-10,-4.1931e-09,4.2033e-09,0.00011351,6.9703e-18,2.5329e-20,5.937e-21,0.013867,4169.2,4157.8,0.11318,0,0.037709,332.2,-8.203e-12,2.9258e-10,-4.1931e-09,4.2033e-09,0.00011351,6.9703e-18,2.5329e-20,5.937e-21,0.013867,4169.2,4157.8,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037709,332.2,-8.203e-12,2.9258e-10,-4.1931e-09,4.2033e-09,0.00011351,6.9703e-18,2.5329e-20,5.937e-21,0.013867,4169.2,4157.8,0.11318,0,1
1,95,0.03773,332.39,-6.5964e-11,2.4594e-10,-4.4614e-09,4.4687e-09,0.00011351,6.9696e-18,2.5317e-20,5.9364e-21,0.013869,4200.3,4189,0.11318,0,0.03773,332.39,-6.5964e-11,2.4594e-10,-4.4614e-09,4.4687e-09,0.00011351,6.9696e-18,2.5317e-20,5.9364e-21,0.013869,4200.3,4189,0.11318,0,0.03773,332.39,-6.5964e-11,2.4594e-10,-4.4614e-09,4.4687e-09,0.00011351,6.9696e-18,2.5317e-20,5.9364e-21,0.013869,4200.3,4189,0.11318,0,0.03773,332.39,-6.5964e-11,2.4594e-10,-4.4614e-09,4.4687e-09,0.00011351,6.9696e-18,2.5317e-20,5.9364e-21,0.013869,4200.3,4189,0.11318,0,0.03773,332.39,-6.5964e-11,2.4594e-10,-4.4614e-09,4.4687e-09,0.00011351,6.9696e-18,2.5317e-20,5.9364e-21,0.013869,4200.3,4189,0.11318,0,0.03773,332.39,-6.5964e-11,2.4594e-10,-4.4614e-09,4.4687e-09,0.00011351,6.9696e-18,2.5317e-20,5.9364e-21,0.013869,4200.3,4189,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03773,332.39,-6.5964e-11,2.4594e-10,-4.4614e-09,4.4687e-09,0.00011351,6.9696e-18,2.5317e-20,5.9364e-21,0.013869,4200.3,4189,0.11318,0,1
1,95.5,0.037752,332.58,-6.6289e-11,1.8408e-10,-4.648e-09,4.6521e-09,0.00011351,6.9636e-18,2.5297e-20,5.9314e-21,0.013868,4231.4,4220.1,0.11318,0,0.037752,332.58,-6.6289e-11,1.8408e-10,-4.648e-09,4.6521e-09,0.00011351,6.9636e-18,2.5297e-20,5.9314e-21,0.013868,4231.4,4220.1,0.11318,0,0.037752,332.58,-6.6289e-11,1.8408e-10,-4.648e-09,4.6521e-09,0.00011351,6.9636e-18,2.5297e-20,5.9314e-21,0.013868,4231.4,4220.1,0.11318,0,0.037752,332.58,-6.6289e-11,1.8408e-10,-4.648e-09,4.6521e-09,0.00011351,6.9636e-18,2.5297e-20,5.9314e-21,0.013868,4231.4,4220.1,0.11318,0,0.037752,332.58,-6.6289e-11,1.8408e-10,-4.648e-09,4.6521e-09,0.00011351,6.9636e-18,2.5297e-20,5.9314e-21,0.013868,4231.4,4220.1,0.11318,0,0.037752,332.58,-6.6289e-11,1.8408e-10,-4.648e-09,4.6521e-09,0.00011351,6.9636e-18,2.5297e-20,5.9314e-21,0.013868,4231.4,4220.1,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037752,332.58,-6.6289e-11,1.8408e-10,-4.648e-09,4.6521e-09,0.00011351,6.9636e-18,2.5297e-20,5.9314e-21,0.013868,4231.4,4220.1,0.11318,0,1
1,96,0.037773,332.76,-4.1625e-11,1.3588e-10,-4.5468e-09,4.549e-09,0.00011351,6.9568e-18,2.5272e-20,5.9256e-21,0.013865,4262.6,4251.3,0.11318,0,0.037773,332.76,-4.1625e-11,1.3588e-10,-4.5468e-09,4.549e-09,0.00011351,6.9568e-18,2.5272e-20,5.9256e-21,0.013865,4262.6,4251.3,0.11318,0,0.037773,332.76,-4.1625e-11,1.3588e-10,-4.5468e-09,4.549e-09,0.00011351,6.9568e-18,2.5272e-20,5.9256e-21,0.013865,4262.6,4251.3,0.11318,0,0.037773,332.76,-4.1625e-11,1.3588e-10,-4.5468e-09,4.549e-09,0.00011351,6.9568e-18,2.5272e-20,5.9256e-21,0.013865,4262.6,4251.3,0.11318,0,0.037773,332.76,-4.1625e-11,1.3588e-10,-4.5468e-09,4.549e-09,0.00011351,6.9568e-18,2.5272e-20,5.9256e-21,0.013865,4262.6,4251.3,0.11318,0,0.037773,332.76,-4.1625e-11,1.3588e-10,-4.5468e-09,4.549e-09,0.00011351,6.9568e-18,2.5272e-20,5.9256e-21,0.013865,4262.6,4251.3,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037773,332.76,-4.1625e-11,1.3588e-10,-4.5468e-09,4.549e-09,0.00011351,6.9568e-18,2.5272e-20,5.9256e-21,0.013865,4262.6,4251.3,0.11318,0,1
1,96.5,0.037794,332.95,-3.3685e-12,9.2191e-11,-4.2834e-09,4.2843e-09,0.00011351,6.9495e-18,2.5259e-20,5.9194e-21,0.013862,4293.9,4282.6,0.11318,0,0.037794,332.95,-3.3685e-12,9.2191e-11,-4.2834e-09,4.2843e-09,0.00011351,6.9495e-18,2.5259e-20,5.9194e-21,0.013862,4293.9,4282.6,0.11318,0,0.037794,332.95,-3.3685e-12,9.2191e-11,-4.2834e-09,4.2843e-09,0.00011351,6.9495e-18,2.5259e-20,5.9194e-21,0.013862,4293.9,4282.6,0.11318,0,0.037794,332.95,-3.3685e-12,9.2191e-11,-4.2834e-09,4.2843e-09,0.00011351,6.9495e-18,2.5259e-20,5.9194e-21,0.013862,4293.9,4282.6,0.11318,0,0.037794,332.95,-3.3685e-12,9.2191e-11,-4.2834e-09,4.2843e-09,0.00011351,6.9495e-18,2.5259e-20,5.9194e-21,0.013862,4293.9,4282.6,0.11318,0,0.037794,332.95,-3.3685e-12,9.2191e-11,-4.2834e-09,4.2843e-09,0.00011351,6.9495e-18,2.5259e-20,5.9194e-21,0.013862,4293.9,4282.6,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037794,332.95,-3.3685e-12,9.2191e-11,-4.2834e-09,4.2843e-09,0.00011351,6.9495e-18,2.5259e-20,5.9194e-21,0.013862,4293.9,4282.6,0.11318,0,1
1,97,0.037815,333.14,4.3525e-11,9.771e-11,-4.0144e-09,4.0159e-09,0.00011351,6.9497e-18,2.5257e-20,5.9195e-21,0.01386,4325.2,4313.8,0.11318,0,0.037815,333.14,4.3525e-11,9.771e-11,-4.0144e-09,4.0159e-09,0.00011351,6.9497e-18,2.5257e-20,5.9195e-21,0.01386,4325.2,4313.8,0.11318,0,0.037815,333.14,4.3525e-11,9.771e-11,-4.0144e-09,4.0159e-09,0.00011351,6.9497e-18,2.5257e-20,5.9195e-21,0.01386,4325.2,4313.8,0.11318,0,0.037815,333.14,4.3525e-11,9.771e-11,-4.0144e-09,4.0159e-09,0.00011351,6.9497e-18,2.5257e-20,5.9195e-21,0.01386,4325.2,4313.8,0.11318,0,0.037815,333.14,4.3525e-11,9.771e-11,-4.0144e-09,4.0159e-09,0.00011351,6.9497e-18,2.5257e-20,5.9195e-21,0.01386,4325.2,4313.8,0.11318,0,0.037815,333.14,4.3525e-11,9.771e-11,-4.0144e-09,4.0159e-09,0.00011351,6.9497e-18,2.5257e-20,5.9195e-21,0.01386,4325.2,4313.8,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037815,333.14,4.3525e-11,9.771e-11,-4.0144e-09,4.0159e-09,0.00011351,6.9497e-18,2.5257e-20,5.9195e-21,0.01386,4325.2,4313.8,0.11318,0,1
1,97.5,0.037837,333.32,1.7807e-10,2.1323e-10,-3.8786e-09,3.8885e-09,0.00011351,6.9613e-18,2.526e-20,5.9293e-21,0.013858,4356.5,4345.2,0.11318,0,0.037837,333.32,1.7807e-10,2.1323e-10,-3.8786e-09,3.8885e-09,0.00011351,6.9613e-18,2.526e-20,5.9293e-21,0.013858,4356.5,4345.2,0.11318,0,0.037837,333.32,1.7807e-10,2.1323e-10,-3.8786e-09,3.8885e-09,0.00011351,6.9613e-18,2.526e-20,5.9293e-21,0.013858,4356.5,4345.2,0.11318,0,0.037837,333.32,1.7807e-10,2.1323e-10,-3.8786e-09,3.8885e-09,0.00011351,6.9613e-18,2.526e-20,5.9293e-21,0.013858,4356.5,4345.2,0.11318,0,0.037837,333.32,1.7807e-10,2.1323e-10,-3.8786e-09,3.8885e-09,0.00011351,6.9613e-18,2.526e-20,5.9293e-21,0.013858,4356.5,4345.2,0.11318,0,0.037837,333.32,1.7807e-10,2.1323e-10,-3.8786e-09,3.8885e-09,0.00011351,6.9613e-18,2.526e-20,5.9293e-21,0.013858,4356.5,4345.2,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037837,333.32,1.7807e-10,2.1323e-10,-3.8786e-09,3.8885e-09,0.00011351,6.9613e-18,2.526e-20,5.9293e-21,0.013858,4356.5,4345.2,0.11318,0,1
1,98,0.037858,333.51,1.0911e-11,1.0107e-10,-3.8426e-09,3.8439e-09,0.00011351,6.9486e-18,2.5266e-20,5.9185e-21,0.013855,4388,4376.7,0.11318,0,0.037858,333.51,1.0911e-11,1.0107e-10,-3.8426e-09,3.8439e-09,0.00011351,6.9486e-18,2.5266e-20,5.9185e-21,0.013855,4388,4376.7,0.11318,0,0.037858,333.51,1.0911e-11,1.0107e-10,-3.8426e-09,3.8439e-09,0.00011351,6.9486e-18,2.5266e-20,5.9185e-21,0.013855,4388,4376.7,0.11318,0,0.037858,333.51,1.0911e-11,1.0107e-10,-3.8426e-09,3.8439e-09,0.00011351,6.9486e-18,2.5266e-20,5.9185e-21,0.013855,4388,4376.7,0.11318,0,0.037858,333.51,1.0911e-11,1.0107e-10,-3.8426e-09,3.8439e-09,0.00011351,6.9486e-18,2.5266e-20,5.9185e-21,0.013855,4388,4376.7,0.11318,0,0.037858,333.51,1.0911e-11,1.0107e-10,-3.8426e-09,3.8439e-09,0.00011351,6.9486e-18,2.5266e-20,5.9185e-21,0.013855,4388,4376.7,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037858,333.51,1.0911e-11,1.0107e-10,-3.8426e-09,3.8439e-09,0.00011351,6.9486e-18,2.5266e-20,5.9185e-21,0.013855,4388,4376.7,0.11318,0,1
1,98.5,0.037879,333.7,-1.6909e-10,7.6068e-11,-3.8501e-09,3.8546e-09,0.00011351,6.955e-18,2.5275e-20,5.924e-21,0.013855,4419.6,4408.3,0.11318,0,0.037879,333.7,-1.6909e-10,7.6068e-11,-3.8501e-09,3.8546e-09,0.00011351,6.955e-18,2.5275e-20,5.924e-21,0.013855,4419.6,4408.3,0.11318,0,0.037879,333.7,-1.6909e-10,7.6068e-11,-3.8501e-09,3.8546e-09,0.00011351,6.955e-18,2.5275e-20,5.924e-21,0.013855,4419.6,4408.3,0.11318,0,0.037879,333.7,-1.6909e-10,7.6068e-11,-3.8501e-09,3.8546e-09,0.00011351,6.955e-18,2.5275e-20,5.924e-21,0.013855,4419.6,4408.3,0.11318,0,0.037879,333.7,-1.6909e-10,7.6068e-11,-3.8501e-09,3.8546e-09,0.00011351,6.955e-18,2.5275e-20,5.924e-21,0.013855,4419.6,4408.3,0.11318,0,0.037879,333.7,-1.6909e-10,7.6068e-11,-3.8501e-09,3.8546e-09,0.00011351,6.955e-18,2.5275e-20,5.924e-21,0.013855,4419.6,4408.3,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037879,333.7,-1.6909e-10,7.6068e-11,-3.8501e-09,3.8546e-09,0.00011351,6.955e-18,2.5275e-20,5.924e-21,0.013855,4419.6,4408.3,0.11318,0,1
1,99,0.0379,333.89,-2.3351e-10,1.2413e-10,-4.2069e-09,4.2152e-09,0.00011351,6.9448e-18,2.5286e-20,5.9151e-21,0.013856,4451.3,4440,0.11318,0,0.0379,333.89,-2.3351e-10,1.2413e-10,-4.2069e-09,4.2152e-09,0.00011351,6.9448e-18,2.5286e-20,5.9151e-21,0.013856,4451.3,4440,0.11318,0,0.0379,333.89,-2.3351e-10,1.2413e-10,-4.2069e-09,4.2152e-09,0.00011351,6.9448e-18,2.5286e-20,5.9151e-21,0.013856,4451.3,4440,0.11318,0,0.0379,333.89,-2.3351e-10,1.2413e-10,-4.2069e-09,4.2152e-09,0.00011351,6.9448e-18,2.5286e-20,5.9151e-21,0.013856,4451.3,4440,0.11318,0,0.0379,333.89,-2.3351e-10,1.2413e-10,-4.2069e-09,4.2152e-09,0.00011351,6.9448e-18,2.5286e-20,5.9151e-21,0.013856,4451.3,4440,0.11318,0,0.0379,333.89,-2.3351e-10,1.2413e-10,-4.2069e-09,4.2152e-09,0.00011351,6.9448e-18,2.5286e-20,5.9151e-21,0.013856,4451.3,4440,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379,333.89,-2.3351e-10,1.2413e-10,-4.2069e-09,4.2152e-09,0.00011351,6.9448e-18,2.5286e-20,5.9151e-21,0.013856,4451.3,4440,0.11318,0,1
1,99.5,0.037922,334.07,-2.6822e-10,2.5968e-11,-4.4273e-09,4.4355e-09,0.00011351,6.9359e-18,2.5299e-20,5.9077e-21,0.013858,4483.1,4471.8,0.11318,0,0.037922,334.07,-2.6822e-10,2.5968e-11,-4.4273e-09,4.4355e-09,0.00011351,6.9359e-18,2.5299e-20,5.9077e-21,0.013858,4483.1,4471.8,0.11318,0,0.037922,334.07,-2.6822e-10,2.5968e-11,-4.4273e-09,4.4355e-09,0.00011351,6.9359e-18,2.5299e-20,5.9077e-21,0.013858,4483.1,4471.8,0.11318,0,0.037922,334.07,-2.6822e-10,2.5968e-11,-4.4273e-09,4.4355e-09,0.00011351,6.9359e-18,2.5299e-20,5.9077e-21,0.013858,4483.1,4471.8,0.11318,0,0.037922,334.07,-2.6822e-10,2.5968e-11,-4.4273e-09,4.4355e-09,0.00011351,6.9359e-18,2.5299e-20,5.9077e-21,0.013858,4483.1,4471.8,0.11318,0,0.037922,334.07,-2.6822e-10,2.5968e-11,-4.4273e-09,4.4355e-09,0.00011351,6.9359e-18,2.5299e-20,5.9077e-21,0.013858,4483.1,4471.8,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037922,334.07,-2.6822e-10,2.5968e-11,-4.4273e-09,4.4355e-09,0.00011351,6.9359e-18,2.5299e-20,5.9077e-21,0.013858,4483.1,4471.8,0.11318,0,1
