"N","Time","avg(T)","avg(T_avg)","avg(U (0))","avg(U (1))","avg(U (2))","avg(U (Magnitude))","avg(Volume)","avg(alphat)","avg(k)","avg(nut)","avg(omega)","avg(p)","avg(p_rgh)","avg(rho)","avg(vtkOriginalCellIds)","max(T)","max(T_avg)","max(U (0))","max(U (1))","max(U (2))","max(U (Magnitude))","max(Volume)","max(alphat)","max(k)","max(nut)","max(omega)","max(p)","max(p_rgh)","max(rho)","max(vtkOriginalCellIds)","med(T)","med(T_avg)","med(U (0))","med(U (1))","med(U (2))","med(U (Magnitude))","med(Volume)","med(alphat)","med(k)","med(nut)","med(omega)","med(p)","med(p_rgh)","med(rho)","med(vtkOriginalCellIds)","min(T)","min(T_avg)","min(U (0))","min(U (1))","min(U (2))","min(U (Magnitude))","min(Volume)","min(alphat)","min(k)","min(nut)","min(omega)","min(p)","min(p_rgh)","min(rho)","min(vtkOriginalCellIds)","q1(T)","q1(T_avg)","q1(U (0))","q1(U (1))","q1(U (2))","q1(U (Magnitude))","q1(Volume)","q1(alphat)","q1(k)","q1(nut)","q1(omega)","q1(p)","q1(p_rgh)","q1(rho)","q1(vtkOriginalCellIds)","q3(T)","q3(T_avg)","q3(U (0))","q3(U (1))","q3(U (2))","q3(U (Magnitude))","q3(Volume)","q3(alphat)","q3(k)","q3(nut)","q3(omega)","q3(p)","q3(p_rgh)","q3(rho)","q3(vtkOriginalCellIds)","std(T)","std(T_avg)","std(U (0))","std(U (1))","std(U (2))","std(U (Magnitude))","std(Volume)","std(alphat)","std(k)","std(nut)","std(omega)","std(p)","std(p_rgh)","std(rho)","std(vtkOriginalCellIds)","sum(T)","sum(T_avg)","sum(U (0))","sum(U (1))","sum(U (2))","sum(U (Magnitude))","sum(Volume)","sum(alphat)","sum(k)","sum(nut)","sum(omega)","sum(p)","sum(p_rgh)","sum(rho)","sum(vtkOriginalCellIds)","vtkValidPointMask"
1,46,0.035591,313.54,-1.5671e-10,-8.0011e-11,-3.5293e-09,3.5336e-09,0.00011351,2.5105e-14,6.2377e-17,2.1366e-17,0.013798,1543.7,1532.4,0.11318,0,0.035591,313.54,-1.5671e-10,-8.0011e-11,-3.5293e-09,3.5336e-09,0.00011351,2.5105e-14,6.2377e-17,2.1366e-17,0.013798,1543.7,1532.4,0.11318,0,0.035591,313.54,-1.5671e-10,-8.0011e-11,-3.5293e-09,3.5336e-09,0.00011351,2.5105e-14,6.2377e-17,2.1366e-17,0.013798,1543.7,1532.4,0.11318,0,0.035591,313.54,-1.5671e-10,-8.0011e-11,-3.5293e-09,3.5336e-09,0.00011351,2.5105e-14,6.2377e-17,2.1366e-17,0.013798,1543.7,1532.4,0.11318,0,0.035591,313.54,-1.5671e-10,-8.0011e-11,-3.5293e-09,3.5336e-09,0.00011351,2.5105e-14,6.2377e-17,2.1366e-17,0.013798,1543.7,1532.4,0.11318,0,0.035591,313.54,-1.5671e-10,-8.0011e-11,-3.5293e-09,3.5336e-09,0.00011351,2.5105e-14,6.2377e-17,2.1366e-17,0.013798,1543.7,1532.4,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035591,313.54,-1.5671e-10,-8.0011e-11,-3.5293e-09,3.5336e-09,0.00011351,2.5105e-14,6.2377e-17,2.1366e-17,0.013798,1543.7,1532.4,0.11318,0,1
1,46.5,0.035613,313.73,-5.3718e-11,-4.7824e-11,-3.468e-09,3.4688e-09,0.00011351,2.0438e-14,5.0289e-17,1.7394e-17,0.013796,1566.7,1555.3,0.11318,0,0.035613,313.73,-5.3718e-11,-4.7824e-11,-3.468e-09,3.4688e-09,0.00011351,2.0438e-14,5.0289e-17,1.7394e-17,0.013796,1566.7,1555.3,0.11318,0,0.035613,313.73,-5.3718e-11,-4.7824e-11,-3.468e-09,3.4688e-09,0.00011351,2.0438e-14,5.0289e-17,1.7394e-17,0.013796,1566.7,1555.3,0.11318,0,0.035613,313.73,-5.3718e-11,-4.7824e-11,-3.468e-09,3.4688e-09,0.00011351,2.0438e-14,5.0289e-17,1.7394e-17,0.013796,1566.7,1555.3,0.11318,0,0.035613,313.73,-5.3718e-11,-4.7824e-11,-3.468e-09,3.4688e-09,0.00011351,2.0438e-14,5.0289e-17,1.7394e-17,0.013796,1566.7,1555.3,0.11318,0,0.035613,313.73,-5.3718e-11,-4.7824e-11,-3.468e-09,3.4688e-09,0.00011351,2.0438e-14,5.0289e-17,1.7394e-17,0.013796,1566.7,1555.3,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035613,313.73,-5.3718e-11,-4.7824e-11,-3.468e-09,3.4688e-09,0.00011351,2.0438e-14,5.0289e-17,1.7394e-17,0.013796,1566.7,1555.3,0.11318,0,1
1,47,0.035635,313.93,9.688e-11,1.1151e-11,-3.4767e-09,3.4781e-09,0.00011351,1.6804e-14,4.0825e-17,1.4301e-17,0.013793,1589.7,1578.4,0.11318,0,0.035635,313.93,9.688e-11,1.1151e-11,-3.4767e-09,3.4781e-09,0.00011351,1.6804e-14,4.0825e-17,1.4301e-17,0.013793,1589.7,1578.4,0.11318,0,0.035635,313.93,9.688e-11,1.1151e-11,-3.4767e-09,3.4781e-09,0.00011351,1.6804e-14,4.0825e-17,1.4301e-17,0.013793,1589.7,1578.4,0.11318,0,0.035635,313.93,9.688e-11,1.1151e-11,-3.4767e-09,3.4781e-09,0.00011351,1.6804e-14,4.0825e-17,1.4301e-17,0.013793,1589.7,1578.4,0.11318,0,0.035635,313.93,9.688e-11,1.1151e-11,-3.4767e-09,3.4781e-09,0.00011351,1.6804e-14,4.0825e-17,1.4301e-17,0.013793,1589.7,1578.4,0.11318,0,0.035635,313.93,9.688e-11,1.1151e-11,-3.4767e-09,3.4781e-09,0.00011351,1.6804e-14,4.0825e-17,1.4301e-17,0.013793,1589.7,1578.4,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035635,313.93,9.688e-11,1.1151e-11,-3.4767e-09,3.4781e-09,0.00011351,1.6804e-14,4.0825e-17,1.4301e-17,0.013793,1589.7,1578.4,0.11318,0,1
1,47.5,0.035657,314.13,1.9311e-10,4.1543e-12,-3.5832e-09,3.5884e-09,0.00011351,1.3922e-14,3.3437e-17,1.1848e-17,0.013789,1612.8,1601.5,0.11318,0,0.035657,314.13,1.9311e-10,4.1543e-12,-3.5832e-09,3.5884e-09,0.00011351,1.3922e-14,3.3437e-17,1.1848e-17,0.013789,1612.8,1601.5,0.11318,0,0.035657,314.13,1.9311e-10,4.1543e-12,-3.5832e-09,3.5884e-09,0.00011351,1.3922e-14,3.3437e-17,1.1848e-17,0.013789,1612.8,1601.5,0.11318,0,0.035657,314.13,1.9311e-10,4.1543e-12,-3.5832e-09,3.5884e-09,0.00011351,1.3922e-14,3.3437e-17,1.1848e-17,0.013789,1612.8,1601.5,0.11318,0,0.035657,314.13,1.9311e-10,4.1543e-12,-3.5832e-09,3.5884e-09,0.00011351,1.3922e-14,3.3437e-17,1.1848e-17,0.013789,1612.8,1601.5,0.11318,0,0.035657,314.13,1.9311e-10,4.1543e-12,-3.5832e-09,3.5884e-09,0.00011351,1.3922e-14,3.3437e-17,1.1848e-17,0.013789,1612.8,1601.5,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035657,314.13,1.9311e-10,4.1543e-12,-3.5832e-09,3.5884e-09,0.00011351,1.3922e-14,3.3437e-17,1.1848e-17,0.013789,1612.8,1601.5,0.11318,0,1
1,48,0.03568,314.32,1.6528e-10,-7.2827e-11,-3.8259e-09,3.8302e-09,0.00011351,1.1512e-14,2.7563e-17,9.7976e-18,0.013784,1636,1624.6,0.11318,0,0.03568,314.32,1.6528e-10,-7.2827e-11,-3.8259e-09,3.8302e-09,0.00011351,1.1512e-14,2.7563e-17,9.7976e-18,0.013784,1636,1624.6,0.11318,0,0.03568,314.32,1.6528e-10,-7.2827e-11,-3.8259e-09,3.8302e-09,0.00011351,1.1512e-14,2.7563e-17,9.7976e-18,0.013784,1636,1624.6,0.11318,0,0.03568,314.32,1.6528e-10,-7.2827e-11,-3.8259e-09,3.8302e-09,0.00011351,1.1512e-14,2.7563e-17,9.7976e-18,0.013784,1636,1624.6,0.11318,0,0.03568,314.32,1.6528e-10,-7.2827e-11,-3.8259e-09,3.8302e-09,0.00011351,1.1512e-14,2.7563e-17,9.7976e-18,0.013784,1636,1624.6,0.11318,0,0.03568,314.32,1.6528e-10,-7.2827e-11,-3.8259e-09,3.8302e-09,0.00011351,1.1512e-14,2.7563e-17,9.7976e-18,0.013784,1636,1624.6,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03568,314.32,1.6528e-10,-7.2827e-11,-3.8259e-09,3.8302e-09,0.00011351,1.1512e-14,2.7563e-17,9.7976e-18,0.013784,1636,1624.6,0.11318,0,1
1,48.5,0.035702,314.52,4.6266e-11,-8.3933e-11,-3.785e-09,3.7862e-09,0.00011351,9.5825e-15,2.285e-17,8.1555e-18,0.013781,1659.2,1647.9,0.11318,0,0.035702,314.52,4.6266e-11,-8.3933e-11,-3.785e-09,3.7862e-09,0.00011351,9.5825e-15,2.285e-17,8.1555e-18,0.013781,1659.2,1647.9,0.11318,0,0.035702,314.52,4.6266e-11,-8.3933e-11,-3.785e-09,3.7862e-09,0.00011351,9.5825e-15,2.285e-17,8.1555e-18,0.013781,1659.2,1647.9,0.11318,0,0.035702,314.52,4.6266e-11,-8.3933e-11,-3.785e-09,3.7862e-09,0.00011351,9.5825e-15,2.285e-17,8.1555e-18,0.013781,1659.2,1647.9,0.11318,0,0.035702,314.52,4.6266e-11,-8.3933e-11,-3.785e-09,3.7862e-09,0.00011351,9.5825e-15,2.285e-17,8.1555e-18,0.013781,1659.2,1647.9,0.11318,0,0.035702,314.52,4.6266e-11,-8.3933e-11,-3.785e-09,3.7862e-09,0.00011351,9.5825e-15,2.285e-17,8.1555e-18,0.013781,1659.2,1647.9,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035702,314.52,4.6266e-11,-8.3933e-11,-3.785e-09,3.7862e-09,0.00011351,9.5825e-15,2.285e-17,8.1555e-18,0.013781,1659.2,1647.9,0.11318,0,1
1,49,0.035724,314.71,-7.0288e-12,-1.3056e-10,-3.7272e-09,3.7295e-09,0.00011351,7.9802e-15,1.8973e-17,6.7914e-18,0.01378,1682.5,1671.2,0.11318,0,0.035724,314.71,-7.0288e-12,-1.3056e-10,-3.7272e-09,3.7295e-09,0.00011351,7.9802e-15,1.8973e-17,6.7914e-18,0.01378,1682.5,1671.2,0.11318,0,0.035724,314.71,-7.0288e-12,-1.3056e-10,-3.7272e-09,3.7295e-09,0.00011351,7.9802e-15,1.8973e-17,6.7914e-18,0.01378,1682.5,1671.2,0.11318,0,0.035724,314.71,-7.0288e-12,-1.3056e-10,-3.7272e-09,3.7295e-09,0.00011351,7.9802e-15,1.8973e-17,6.7914e-18,0.01378,1682.5,1671.2,0.11318,0,0.035724,314.71,-7.0288e-12,-1.3056e-10,-3.7272e-09,3.7295e-09,0.00011351,7.9802e-15,1.8973e-17,6.7914e-18,0.01378,1682.5,1671.2,0.11318,0,0.035724,314.71,-7.0288e-12,-1.3056e-10,-3.7272e-09,3.7295e-09,0.00011351,7.9802e-15,1.8973e-17,6.7914e-18,0.01378,1682.5,1671.2,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035724,314.71,-7.0288e-12,-1.3056e-10,-3.7272e-09,3.7295e-09,0.00011351,7.9802e-15,1.8973e-17,6.7914e-18,0.01378,1682.5,1671.2,0.11318,0,1
1,49.5,0.035746,314.91,-5.3461e-11,-1.8121e-10,-3.8221e-09,3.8268e-09,0.00011351,6.5688e-15,1.5763e-17,5.5901e-18,0.01378,1705.9,1694.5,0.11318,0,0.035746,314.91,-5.3461e-11,-1.8121e-10,-3.8221e-09,3.8268e-09,0.00011351,6.5688e-15,1.5763e-17,5.5901e-18,0.01378,1705.9,1694.5,0.11318,0,0.035746,314.91,-5.3461e-11,-1.8121e-10,-3.8221e-09,3.8268e-09,0.00011351,6.5688e-15,1.5763e-17,5.5901e-18,0.01378,1705.9,1694.5,0.11318,0,0.035746,314.91,-5.3461e-11,-1.8121e-10,-3.8221e-09,3.8268e-09,0.00011351,6.5688e-15,1.5763e-17,5.5901e-18,0.01378,1705.9,1694.5,0.11318,0,0.035746,314.91,-5.3461e-11,-1.8121e-10,-3.8221e-09,3.8268e-09,0.00011351,6.5688e-15,1.5763e-17,5.5901e-18,0.01378,1705.9,1694.5,0.11318,0,0.035746,314.91,-5.3461e-11,-1.8121e-10,-3.8221e-09,3.8268e-09,0.00011351,6.5688e-15,1.5763e-17,5.5901e-18,0.01378,1705.9,1694.5,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035746,314.91,-5.3461e-11,-1.8121e-10,-3.8221e-09,3.8268e-09,0.00011351,6.5688e-15,1.5763e-17,5.5901e-18,0.01378,1705.9,1694.5,0.11318,0,1
1,50,0.035768,315.1,-1.5714e-10,-1.6706e-10,-4.1005e-09,4.1069e-09,0.00011351,5.4125e-15,1.3109e-17,4.6061e-18,0.013781,1729.4,1718,0.11318,0,0.035768,315.1,-1.5714e-10,-1.6706e-10,-4.1005e-09,4.1069e-09,0.00011351,5.4125e-15,1.3109e-17,4.6061e-18,0.013781,1729.4,1718,0.11318,0,0.035768,315.1,-1.5714e-10,-1.6706e-10,-4.1005e-09,4.1069e-09,0.00011351,5.4125e-15,1.3109e-17,4.6061e-18,0.013781,1729.4,1718,0.11318,0,0.035768,315.1,-1.5714e-10,-1.6706e-10,-4.1005e-09,4.1069e-09,0.00011351,5.4125e-15,1.3109e-17,4.6061e-18,0.013781,1729.4,1718,0.11318,0,0.035768,315.1,-1.5714e-10,-1.6706e-10,-4.1005e-09,4.1069e-09,0.00011351,5.4125e-15,1.3109e-17,4.6061e-18,0.013781,1729.4,1718,0.11318,0,0.035768,315.1,-1.5714e-10,-1.6706e-10,-4.1005e-09,4.1069e-09,0.00011351,5.4125e-15,1.3109e-17,4.6061e-18,0.013781,1729.4,1718,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035768,315.1,-1.5714e-10,-1.6706e-10,-4.1005e-09,4.1069e-09,0.00011351,5.4125e-15,1.3109e-17,4.6061e-18,0.013781,1729.4,1718,0.11318,0,1
1,50.5,0.03579,315.3,-2.9751e-10,-2.295e-10,-4.2326e-09,4.2493e-09,0.00011351,4.4969e-15,1.0901e-17,3.8269e-18,0.013781,1753,1741.7,0.11318,0,0.03579,315.3,-2.9751e-10,-2.295e-10,-4.2326e-09,4.2493e-09,0.00011351,4.4969e-15,1.0901e-17,3.8269e-18,0.013781,1753,1741.7,0.11318,0,0.03579,315.3,-2.9751e-10,-2.295e-10,-4.2326e-09,4.2493e-09,0.00011351,4.4969e-15,1.0901e-17,3.8269e-18,0.013781,1753,1741.7,0.11318,0,0.03579,315.3,-2.9751e-10,-2.295e-10,-4.2326e-09,4.2493e-09,0.00011351,4.4969e-15,1.0901e-17,3.8269e-18,0.013781,1753,1741.7,0.11318,0,0.03579,315.3,-2.9751e-10,-2.295e-10,-4.2326e-09,4.2493e-09,0.00011351,4.4969e-15,1.0901e-17,3.8269e-18,0.013781,1753,1741.7,0.11318,0,0.03579,315.3,-2.9751e-10,-2.295e-10,-4.2326e-09,4.2493e-09,0.00011351,4.4969e-15,1.0901e-17,3.8269e-18,0.013781,1753,1741.7,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03579,315.3,-2.9751e-10,-2.295e-10,-4.2326e-09,4.2493e-09,0.00011351,4.4969e-15,1.0901e-17,3.8269e-18,0.013781,1753,1741.7,0.11318,0,1
1,51,0.035812,315.49,-3.4269e-10,-1.3739e-10,-4.2078e-09,4.224e-09,0.00011351,3.7368e-15,9.0512e-18,3.18e-18,0.01378,1776.7,1765.4,0.11318,0,0.035812,315.49,-3.4269e-10,-1.3739e-10,-4.2078e-09,4.224e-09,0.00011351,3.7368e-15,9.0512e-18,3.18e-18,0.01378,1776.7,1765.4,0.11318,0,0.035812,315.49,-3.4269e-10,-1.3739e-10,-4.2078e-09,4.224e-09,0.00011351,3.7368e-15,9.0512e-18,3.18e-18,0.01378,1776.7,1765.4,0.11318,0,0.035812,315.49,-3.4269e-10,-1.3739e-10,-4.2078e-09,4.224e-09,0.00011351,3.7368e-15,9.0512e-18,3.18e-18,0.01378,1776.7,1765.4,0.11318,0,0.035812,315.49,-3.4269e-10,-1.3739e-10,-4.2078e-09,4.224e-09,0.00011351,3.7368e-15,9.0512e-18,3.18e-18,0.01378,1776.7,1765.4,0.11318,0,0.035812,315.49,-3.4269e-10,-1.3739e-10,-4.2078e-09,4.224e-09,0.00011351,3.7368e-15,9.0512e-18,3.18e-18,0.01378,1776.7,1765.4,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035812,315.49,-3.4269e-10,-1.3739e-10,-4.2078e-09,4.224e-09,0.00011351,3.7368e-15,9.0512e-18,3.18e-18,0.01378,1776.7,1765.4,0.11318,0,1
1,51.5,0.035834,315.69,-3.2352e-10,1.5142e-11,-4.0876e-09,4.1004e-09,0.00011351,3.0954e-15,7.4999e-18,2.6342e-18,0.013779,1800.6,1789.3,0.11318,0,0.035834,315.69,-3.2352e-10,1.5142e-11,-4.0876e-09,4.1004e-09,0.00011351,3.0954e-15,7.4999e-18,2.6342e-18,0.013779,1800.6,1789.3,0.11318,0,0.035834,315.69,-3.2352e-10,1.5142e-11,-4.0876e-09,4.1004e-09,0.00011351,3.0954e-15,7.4999e-18,2.6342e-18,0.013779,1800.6,1789.3,0.11318,0,0.035834,315.69,-3.2352e-10,1.5142e-11,-4.0876e-09,4.1004e-09,0.00011351,3.0954e-15,7.4999e-18,2.6342e-18,0.013779,1800.6,1789.3,0.11318,0,0.035834,315.69,-3.2352e-10,1.5142e-11,-4.0876e-09,4.1004e-09,0.00011351,3.0954e-15,7.4999e-18,2.6342e-18,0.013779,1800.6,1789.3,0.11318,0,0.035834,315.69,-3.2352e-10,1.5142e-11,-4.0876e-09,4.1004e-09,0.00011351,3.0954e-15,7.4999e-18,2.6342e-18,0.013779,1800.6,1789.3,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035834,315.69,-3.2352e-10,1.5142e-11,-4.0876e-09,4.1004e-09,0.00011351,3.0954e-15,7.4999e-18,2.6342e-18,0.013779,1800.6,1789.3,0.11318,0,1
1,52,0.035857,315.88,-2.8852e-10,1.4355e-10,-4.0098e-09,4.0227e-09,0.00011351,2.535e-15,6.197e-18,2.1572e-18,0.013779,1824.6,1813.2,0.11318,0,0.035857,315.88,-2.8852e-10,1.4355e-10,-4.0098e-09,4.0227e-09,0.00011351,2.535e-15,6.197e-18,2.1572e-18,0.013779,1824.6,1813.2,0.11318,0,0.035857,315.88,-2.8852e-10,1.4355e-10,-4.0098e-09,4.0227e-09,0.00011351,2.535e-15,6.197e-18,2.1572e-18,0.013779,1824.6,1813.2,0.11318,0,0.035857,315.88,-2.8852e-10,1.4355e-10,-4.0098e-09,4.0227e-09,0.00011351,2.535e-15,6.197e-18,2.1572e-18,0.013779,1824.6,1813.2,0.11318,0,0.035857,315.88,-2.8852e-10,1.4355e-10,-4.0098e-09,4.0227e-09,0.00011351,2.535e-15,6.197e-18,2.1572e-18,0.013779,1824.6,1813.2,0.11318,0,0.035857,315.88,-2.8852e-10,1.4355e-10,-4.0098e-09,4.0227e-09,0.00011351,2.535e-15,6.197e-18,2.1572e-18,0.013779,1824.6,1813.2,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035857,315.88,-2.8852e-10,1.4355e-10,-4.0098e-09,4.0227e-09,0.00011351,2.535e-15,6.197e-18,2.1572e-18,0.013779,1824.6,1813.2,0.11318,0,1
1,52.5,0.035879,316.08,-3.0753e-10,1.0995e-10,-3.966e-09,3.9794e-09,0.00011351,2.0549e-15,5.1083e-18,1.7486e-18,0.013779,1848.6,1837.3,0.11318,0,0.035879,316.08,-3.0753e-10,1.0995e-10,-3.966e-09,3.9794e-09,0.00011351,2.0549e-15,5.1083e-18,1.7486e-18,0.013779,1848.6,1837.3,0.11318,0,0.035879,316.08,-3.0753e-10,1.0995e-10,-3.966e-09,3.9794e-09,0.00011351,2.0549e-15,5.1083e-18,1.7486e-18,0.013779,1848.6,1837.3,0.11318,0,0.035879,316.08,-3.0753e-10,1.0995e-10,-3.966e-09,3.9794e-09,0.00011351,2.0549e-15,5.1083e-18,1.7486e-18,0.013779,1848.6,1837.3,0.11318,0,0.035879,316.08,-3.0753e-10,1.0995e-10,-3.966e-09,3.9794e-09,0.00011351,2.0549e-15,5.1083e-18,1.7486e-18,0.013779,1848.6,1837.3,0.11318,0,0.035879,316.08,-3.0753e-10,1.0995e-10,-3.966e-09,3.9794e-09,0.00011351,2.0549e-15,5.1083e-18,1.7486e-18,0.013779,1848.6,1837.3,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035879,316.08,-3.0753e-10,1.0995e-10,-3.966e-09,3.9794e-09,0.00011351,2.0549e-15,5.1083e-18,1.7486e-18,0.013779,1848.6,1837.3,0.11318,0,1
1,53,0.035901,316.27,-2.3078e-10,1.5742e-10,-3.9654e-09,3.9752e-09,0.00011351,1.6735e-15,4.212e-18,1.4241e-18,0.013779,1872.8,1861.5,0.11318,0,0.035901,316.27,-2.3078e-10,1.5742e-10,-3.9654e-09,3.9752e-09,0.00011351,1.6735e-15,4.212e-18,1.4241e-18,0.013779,1872.8,1861.5,0.11318,0,0.035901,316.27,-2.3078e-10,1.5742e-10,-3.9654e-09,3.9752e-09,0.00011351,1.6735e-15,4.212e-18,1.4241e-18,0.013779,1872.8,1861.5,0.11318,0,0.035901,316.27,-2.3078e-10,1.5742e-10,-3.9654e-09,3.9752e-09,0.00011351,1.6735e-15,4.212e-18,1.4241e-18,0.013779,1872.8,1861.5,0.11318,0,0.035901,316.27,-2.3078e-10,1.5742e-10,-3.9654e-09,3.9752e-09,0.00011351,1.6735e-15,4.212e-18,1.4241e-18,0.013779,1872.8,1861.5,0.11318,0,0.035901,316.27,-2.3078e-10,1.5742e-10,-3.9654e-09,3.9752e-09,0.00011351,1.6735e-15,4.212e-18,1.4241e-18,0.013779,1872.8,1861.5,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035901,316.27,-2.3078e-10,1.5742e-10,-3.9654e-09,3.9752e-09,0.00011351,1.6735e-15,4.212e-18,1.4241e-18,0.013779,1872.8,1861.5,0.11318,0,1
1,53.5,0.035923,316.47,-1.0016e-10,3.6755e-11,-3.9529e-09,3.9543e-09,0.00011351,1.3724e-15,3.4724e-18,1.1679e-18,0.01378,1897,1885.7,0.11318,0,0.035923,316.47,-1.0016e-10,3.6755e-11,-3.9529e-09,3.9543e-09,0.00011351,1.3724e-15,3.4724e-18,1.1679e-18,0.01378,1897,1885.7,0.11318,0,0.035923,316.47,-1.0016e-10,3.6755e-11,-3.9529e-09,3.9543e-09,0.00011351,1.3724e-15,3.4724e-18,1.1679e-18,0.01378,1897,1885.7,0.11318,0,0.035923,316.47,-1.0016e-10,3.6755e-11,-3.9529e-09,3.9543e-09,0.00011351,1.3724e-15,3.4724e-18,1.1679e-18,0.01378,1897,1885.7,0.11318,0,0.035923,316.47,-1.0016e-10,3.6755e-11,-3.9529e-09,3.9543e-09,0.00011351,1.3724e-15,3.4724e-18,1.1679e-18,0.01378,1897,1885.7,0.11318,0,0.035923,316.47,-1.0016e-10,3.6755e-11,-3.9529e-09,3.9543e-09,0.00011351,1.3724e-15,3.4724e-18,1.1679e-18,0.01378,1897,1885.7,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035923,316.47,-1.0016e-10,3.6755e-11,-3.9529e-09,3.9543e-09,0.00011351,1.3724e-15,3.4724e-18,1.1679e-18,0.01378,1897,1885.7,0.11318,0,1
1,54,0.035945,316.66,-1.3234e-10,-1.1168e-10,-4.02e-09,4.0237e-09,0.00011351,1.1316e-15,2.8624e-18,9.6294e-19,0.013781,1921.3,1910,0.11318,0,0.035945,316.66,-1.3234e-10,-1.1168e-10,-4.02e-09,4.0237e-09,0.00011351,1.1316e-15,2.8624e-18,9.6294e-19,0.013781,1921.3,1910,0.11318,0,0.035945,316.66,-1.3234e-10,-1.1168e-10,-4.02e-09,4.0237e-09,0.00011351,1.1316e-15,2.8624e-18,9.6294e-19,0.013781,1921.3,1910,0.11318,0,0.035945,316.66,-1.3234e-10,-1.1168e-10,-4.02e-09,4.0237e-09,0.00011351,1.1316e-15,2.8624e-18,9.6294e-19,0.013781,1921.3,1910,0.11318,0,0.035945,316.66,-1.3234e-10,-1.1168e-10,-4.02e-09,4.0237e-09,0.00011351,1.1316e-15,2.8624e-18,9.6294e-19,0.013781,1921.3,1910,0.11318,0,0.035945,316.66,-1.3234e-10,-1.1168e-10,-4.02e-09,4.0237e-09,0.00011351,1.1316e-15,2.8624e-18,9.6294e-19,0.013781,1921.3,1910,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035945,316.66,-1.3234e-10,-1.1168e-10,-4.02e-09,4.0237e-09,0.00011351,1.1316e-15,2.8624e-18,9.6294e-19,0.013781,1921.3,1910,0.11318,0,1
1,54.5,0.035968,316.86,-1.7287e-10,-2.3547e-10,-4.0502e-09,4.0607e-09,0.00011351,9.275e-16,2.3579e-18,7.8925e-19,0.013783,1945.6,1934.3,0.11318,0,0.035968,316.86,-1.7287e-10,-2.3547e-10,-4.0502e-09,4.0607e-09,0.00011351,9.275e-16,2.3579e-18,7.8925e-19,0.013783,1945.6,1934.3,0.11318,0,0.035968,316.86,-1.7287e-10,-2.3547e-10,-4.0502e-09,4.0607e-09,0.00011351,9.275e-16,2.3579e-18,7.8925e-19,0.013783,1945.6,1934.3,0.11318,0,0.035968,316.86,-1.7287e-10,-2.3547e-10,-4.0502e-09,4.0607e-09,0.00011351,9.275e-16,2.3579e-18,7.8925e-19,0.013783,1945.6,1934.3,0.11318,0,0.035968,316.86,-1.7287e-10,-2.3547e-10,-4.0502e-09,4.0607e-09,0.00011351,9.275e-16,2.3579e-18,7.8925e-19,0.013783,1945.6,1934.3,0.11318,0,0.035968,316.86,-1.7287e-10,-2.3547e-10,-4.0502e-09,4.0607e-09,0.00011351,9.275e-16,2.3579e-18,7.8925e-19,0.013783,1945.6,1934.3,0.11318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035968,316.86,-1.7287e-10,-2.3547e-10,-4.0502e-09,4.0607e-09,0.00011351,9.275e-16,2.3579e-18,7.8925e-19,0.013783,1945.6,1934.3,0.11318,0,1
